label,news
true,"under scott walkers tax plan, the average wisconsin taxpayer got just $11 a month. but corporations got $610 million in tax cuts. millionaires got at least $1,400 per year."
true,you cant raise taxes in ohio. we are one of the highest taxed states in the country.
true,just 400 americans -- 400 -- have more wealth than half of all americans combined.
false,says president is spending $2.2 billion to give away obamaphones.
false,says obama has failed to pass a budget.
true,did you know wisconsins afscme union has lost 50%+ of its members since no longer requiring membership?
false,"says joe sestak voted to gut medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions."
false,"democratic tax hikes led $70 billion of wealth to leave new jersey between 2004 and 2008, and mainly relocate to florida, north carolina, virginia and pennsylvania."
true,wisconsins government accountability board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.
false,says florida had five sanctuary cities while jeb bush was governor.
false,"cover florida ""is available to any floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month."""
true,says new hampshire had the fourth-lowest unemployment rate in the country during maggie hassans time in the state senate.
false,on timing of announcement for president.
true,"when the presidents spokesman was asked about (anwar) al-awlakis son, he said he should have chosen a more responsible father."
